,location,size,total_sqft,bath,price,bhk,price_per_sqft
7456,Sarjapur  Road,2 BHK,984.0,2.0,55.0,2,5589.430894308943
7457,Jalahalli,3 BHK,1770.0,3.0,100.0,3,5649.717514124294
7458,Immadihalli,2 Bedroom,900.0,3.0,105.0,2,11666.666666666666
7459,Ramamurthy Nagar,5 Bedroom,1350.0,5.0,120.0,5,8888.888888888889
7460,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250.172771250864
7461,Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2,5263.1578947368425
7462,Bommanahalli,2 BHK,1170.0,2.0,34.0,2,2905.982905982906
7463,Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,3999.137931034483
7464,Kanakpura Road,2 BHK,1296.0,2.0,89.0,2,6867.283950617284
7465,Kempapura,3 BHK,1570.0,3.0,80.0,3,5095.541401273886
7466,Nagappa Reddy Layout,3 BHK,1495.0,2.0,65.0,3,4347.826086956522
7467,Hoodi,3 BHK,1530.0,2.0,67.0,3,4379.084967320261
7468,Rajaji Nagar,5 Bedroom,900.0,4.0,140.0,5,15555.555555555555
7469,Gunjur,3 BHK,1800.0,3.0,70.0,3,3888.8888888888887
7470,Bellandur,2 BHK,1088.0,2.0,48.0,2,4411.764705882353
7471,Hosa Road,3 BHK,1533.0,3.0,98.18,3,6404.4357469015
7472,Rachenahalli,2 BHK,1100.0,2.0,68.0,2,6181.818181818182
7473,Thubarahalli,3 BHK,1540.0,3.0,90.0,3,5844.1558441558445
7474,Hebbal,2 BHK,1244.0,3.0,48.0,2,3858.520900321543
7475,Hosa Road,2 BHK,1040.0,2.0,68.59,2,6595.192307692308
7476,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,1034.0,6.0,101.0,6,9767.891682785299
7477,Begur Road,2 BHK,1260.0,2.0,39.69,2,3150.0
7478,Uttarahalli,2 BHK,1180.0,2.0,41.3,2,3499.9999999999995
7479,Thigalarapalya,2 BHK,1245.0,2.0,100.0,2,8032.128514056225
7480,Dollars Colony,3 BHK,1350.0,3.0,75.0,3,5555.555555555556
7481,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
7482,Alur,1 BHK,470.0,2.0,10.0,1,2127.659574468085
7483,Vijayanagar,2 BHK,920.0,2.0,60.0,2,6521.739130434783
7484,Vijay Nagar,6 Bedroom,2300.0,7.0,160.0,6,6956.521739130435
7485,Sarjapur,2 BHK,1124.0,2.0,30.35,2,2700.1779359430607
7486,Yelahanka New Town,4 BHK,2095.0,3.0,109.0,4,5202.863961813842
7487,Begur Road,2 BHK,1100.0,2.0,71.42,2,6492.727272727273
7488,Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691.854759568204
7489,Harlur,3 BHK,1756.0,3.0,128.0,3,7289.293849658315
7490,Bommasandra,3 BHK,1280.0,3.0,50.0,3,3906.25
7491,Kenchenahalli,4 Bedroom,1200.0,3.0,125.0,4,10416.666666666666
7492,Indira Nagar,3 BHK,1700.0,3.0,150.0,3,8823.529411764706
7493,Whitefield,3 BHK,2134.0,4.0,118.0,3,5529.522024367385
7494,Hosa Road,2 BHK,1369.1,2.0,98.0,2,7157.986998758309
7495,Subramanyapura,3 Bedroom,600.0,3.0,69.0,3,11500.0
7496,Hennur Bande,3 Bedroom,1313.0,4.0,150.0,3,11424.219345011425
7497,Carmelaram,3 BHK,2515.0,4.0,155.0,3,6163.021868787277
7498,Thigalarapalya,3 BHK,2215.0,4.0,154.0,3,6952.5959367945825
7499,Basapura,3 BHK,1440.0,3.0,72.0,3,5000.0
7500,Hennur Road,3 BHK,1186.0,2.0,55.33,3,4665.2613827993255
7501,Uttarahalli,3 BHK,1350.0,2.0,47.24,3,3499.259259259259
7502,Hebbal,3 BHK,1800.0,3.0,140.0,3,7777.777777777777
7503,Kudlu,3 BHK,1600.0,3.0,79.0,3,4937.5
7504,GM Palaya,2 BHK,1000.0,2.0,35.0,2,3500.0
7505,Cunningham Road,3 BHK,2275.0,3.0,285.0,3,12527.472527472528
7506,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
7507,Binny Pete,3 BHK,1740.0,3.0,150.0,3,8620.689655172413
7508,Malleshwaram,2 BHK,900.0,2.0,90.0,2,10000.0
7509,Benson Town,2 BHK,1567.0,3.0,140.0,2,8934.269304403319
7510,Kambipura,3 BHK,1082.0,2.0,45.5,3,4205.1756007393715
7511,Nagarbhavi,2 BHK,1050.0,2.0,80.0,2,7619.047619047619
7512,Atmananda Colony,2 BHK,1200.0,2.0,56.0,2,4666.666666666667
7513,Begur,3 Bedroom,3500.0,4.0,185.0,3,5285.714285714285
7514,Dasarahalli,2 BHK,1220.0,2.0,52.0,2,4262.295081967213
7515,Binny Pete,3 BHK,1970.0,3.0,164.0,3,8324.873096446701
7516,CMH Road,3 BHK,2665.0,3.0,350.0,3,13133.208255159474
7517,Kanakapura,4 BHK,2130.0,4.0,120.0,4,5633.802816901409
7518,Harlur,3 BHK,1749.0,3.0,120.0,3,6861.06346483705
7519,Subramanyapura,2 BHK,1260.0,2.0,108.0,2,8571.42857142857
7521,6th Phase JP Nagar,2 BHK,1170.0,2.0,120.0,2,10256.410256410256
7522,Ankappa Layout,3 BHK,1670.0,3.0,75.0,3,4491.017964071856
7523,Hennur Road,3 BHK,2264.0,3.0,168.0,3,7420.494699646643
7524,Byadarahalli,4 BHK,3500.0,5.0,450.0,4,12857.142857142857
7525,Begur,2 BHK,1100.0,2.0,55.0,2,5000.0
7526,Chandapura,2 BHK,674.0,1.0,19.9,2,2952.522255192878
7527,Koramangala,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
7528,Vishveshwarya Layout,4 Bedroom,600.0,4.0,85.0,4,14166.666666666666
7529,Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
7530,Nagavara,2 BHK,1125.0,2.0,44.5,2,3955.5555555555557
7531,Baba Nagar,2 BHK,700.0,2.0,29.0,2,4142.857142857143
7532,BTM Layout,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
7533,JP Nagar,3 BHK,1600.0,3.0,83.0,3,5187.5
7534,Magadi Road,3 BHK,1052.0,2.0,60.0,3,5703.42205323194
7535,Neelasandra,4 BHK,1140.0,3.0,145.0,4,12719.298245614034
7536, Devarachikkanahalli,2 BHK,1130.0,2.0,36.0,2,3185.8407079646017
7537,Yediyur,4 Bedroom,1140.0,3.0,225.0,4,19736.842105263157
7538,BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3,10000.0
7539,Electronic City,3 BHK,1500.0,2.0,63.0,3,4200.0
7540,Old Madras Road,3 BHK,1350.0,3.0,47.25,3,3500.0
7541,Gottigere,3 BHK,1230.0,2.0,52.0,3,4227.642276422765
7542,Haralur Road,3 BHK,1520.0,2.0,85.0,3,5592.105263157895
7543,Kanakpura Road,1 BHK,525.0,1.0,26.25,1,5000.0
7544,Hosa Road,2 BHK,1040.0,2.0,61.0,2,5865.384615384615
7545,Upadhyaya Layout,3 BHK,1300.0,2.0,67.0,3,5153.846153846154
7546,Old Airport Road,4 BHK,2690.0,4.0,201.0,4,7472.118959107806
7547,Domlur,1 BHK,780.0,1.0,70.0,1,8974.358974358975
7548,Panathur,2 BHK,1140.0,2.0,51.2,2,4491.228070175439
7549,Chandapura,3 BHK,1225.0,3.0,33.08,3,2700.408163265306
7550,Nagavarapalya,1 BHK,646.0,1.0,25.84,1,4000.0
7551,Cox Town,3 BHK,1600.0,3.0,150.0,3,9375.0
7552,Kadugodi,3 BHK,1890.0,4.0,125.0,3,6613.756613756614
7553,Kadugodi,2 BHK,1050.0,2.0,34.0,2,3238.095238095238
7554,Ittamadu,6 Bedroom,1200.0,4.0,100.0,6,8333.333333333334
7555,Whitefield,3 BHK,1458.0,2.0,62.0,3,4252.400548696845
7556,Naganathapura,5 Bedroom,1200.0,6.0,86.0,5,7166.666666666667
7557,Green Glen Layout,3 BHK,1970.0,3.0,160.0,3,8121.827411167513
7558,Whitefield,3 Bedroom,1808.0,4.0,80.0,3,4424.778761061947
7559,Balagere,2 BHK,1007.0,2.0,67.0,2,6653.4260178748755
7560,Doddathoguru,2 BHK,1105.0,2.0,50.0,2,4524.886877828054
7561,Lakshminarayana Pura,3 BHK,1700.0,3.0,150.0,3,8823.529411764706
7562,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,50.0,2,4273.504273504273
7563,Chandapura,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
7564,Kaggalipura,3 BHK,1150.0,2.0,62.0,3,5391.304347826087
7565,Ramamurthy Nagar,2 BHK,1200.0,2.0,57.9,2,4825.0
7566,Jakkuru Layout,2 BHK,1200.0,2.0,54.0,2,4500.0
7567,Kudlu Gate,3 BHK,1656.0,3.0,75.0,3,4528.985507246377
7568,bsk 6th stage 2ad block near sri conversation hall,4 Bedroom,600.0,4.0,87.0,4,14500.0
7569,KR Puram,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
7570,Hosur Road,2 BHK,1085.0,2.0,33.7,2,3105.9907834101386
7571,Virat Nagar,3 BHK,1215.0,2.0,49.75,3,4094.650205761317
7572,NRI Layout,4 Bedroom,2150.0,4.0,115.0,4,5348.837209302325
7573,Hoodi,4 Bedroom,1100.0,4.0,120.0,4,10909.09090909091
7574,Panathur,2 BHK,1210.0,2.0,77.0,2,6363.636363636364
7575,Kallumantapa,2 BHK,1050.0,2.0,55.0,2,5238.0952380952385
7576,"Annapoorneshwari Layout, JP nagar 7th phase",3 Bedroom,600.0,3.0,70.0,3,11666.666666666666
7577,Iblur Village,3 BHK,1920.0,3.0,150.0,3,7812.5
7578,Uttarahalli,3 BHK,1250.0,2.0,50.0,3,4000.0
7579,Mysore Road,2 BHK,947.55,2.0,80.0,2,8442.826236082528
7580,Malleshpalya,2 BHK,1421.0,2.0,90.0,2,6333.56790992259
7581,Mudalpalaya,6 Bedroom,1050.0,4.0,155.0,6,14761.904761904761
7582,Old Madras Road,3 BHK,1425.0,2.0,74.31,3,5214.736842105263
7583,Budigere,2 BHK,1162.0,2.0,58.0,2,4991.394148020654
7584,Whitefield,1 BHK,905.0,1.0,60.0,1,6629.834254143647
7585,Sarjapur  Road,2 BHK,914.0,2.0,32.0,2,3501.09409190372
7586,elachenahalli,2 BHK,1258.0,2.0,58.0,2,4610.492845786964
7587,CV Raman Nagar,4 Bedroom,1100.0,4.0,220.0,4,20000.0
7588,Hormavu,4 Bedroom,3500.0,4.0,289.0,4,8257.142857142857
7589,Poorna Pragna Layout,7 Bedroom,2400.0,6.0,450.0,7,18750.0
7590,Ramagondanahalli,4 Bedroom,4200.0,4.0,800.0,4,19047.619047619046
7591,Whitefield,3 BHK,1537.0,2.0,70.0,3,4554.326610279766
7592,Chikkalasandra,3 BHK,1230.0,2.0,53.51,3,4350.40650406504
7593,B K Nagar,6 Bedroom,2400.0,5.0,300.0,6,12500.0
7594,Malleshwaram,3 BHK,2250.0,3.0,200.0,3,8888.888888888889
7595,Hosur Road,4 Bedroom,2000.0,4.0,69.0,4,3450.0
7596,Vivek Nagar,8 BHK,3000.0,4.0,130.0,8,4333.333333333333
7597,Kumaraswami Layout,4 Bedroom,2600.0,4.0,325.0,4,12500.0
7598,Indira Nagar,4 Bedroom,3200.0,3.0,250.0,4,7812.5
7599,Anjanapura,2 BHK,950.0,2.0,32.0,2,3368.4210526315787
7600,Marathahalli,4 BHK,4000.0,4.0,200.0,4,5000.0
7601,Yelahanka,3 BHK,1282.0,2.0,48.72,3,3800.312012480499
7602,Banashankari Stage III,2 BHK,1304.0,2.0,111.0,2,8512.269938650306
7603,7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3,9523.809523809523
7604,Jakkur,3 BHK,1220.0,2.0,49.0,3,4016.3934426229507
7605,Budigere,3 BHK,1636.0,3.0,85.0,3,5195.59902200489
7606,7th Phase JP Nagar,3 BHK,1415.0,3.0,65.0,3,4593.639575971732
7608,Green Glen Layout,3 BHK,1728.0,3.0,125.0,3,7233.7962962962965
7609,7th Phase JP Nagar,3 BHK,1680.0,3.0,125.0,3,7440.476190476191
7610,Venkatapura,2 BHK,1235.0,2.0,140.0,2,11336.032388663967
7611,Yelachenahalli,4 Bedroom,900.0,2.0,115.0,4,12777.777777777777
7612,Yelahanka,4 Bedroom,3990.0,4.0,260.0,4,6516.290726817043
7613,Kasavanhalli,2 BHK,1495.0,2.0,83.0,2,5551.8394648829435
7614,Hennur Road,5 Bedroom,1500.0,5.0,175.0,5,11666.666666666666
7615,Yeshwanthpur,3 BHK,2501.0,3.0,138.0,3,5517.792882846861
7616,Kanakpura Road,1 BHK,381.0,1.0,28.0,1,7349.081364829396
7617,Gopalapura,4 BHK,3301.8,5.0,570.0,4,17263.310921315646
7618,Hennur Road,3 BHK,2002.0,3.0,120.0,3,5994.005994005994
7619,Meenakunte,3 Bedroom,3200.0,3.0,260.0,3,8125.0
7620,Banjara Layout,2 Bedroom,1200.0,2.0,70.0,2,5833.333333333333
7621,Sarjapur  Road,4 Bedroom,1500.0,3.0,235.0,4,15666.666666666666
7622,Bommasandra,3 Bedroom,1942.0,3.0,90.0,3,4634.3975283213185
7624,Thyagaraja Nagar,1 Bedroom,660.0,1.0,95.0,1,14393.939393939394
7625,Banashankari Stage III,4 Bedroom,1200.0,6.0,170.0,4,14166.666666666666
7626,Basavanna Nagar,3 BHK,1450.0,3.0,90.0,3,6206.896551724138
7627,Electronic City,2 BHK,1039.0,2.0,50.0,2,4812.319538017325
7628,Old Madras Road,2 BHK,1210.0,2.0,80.0,2,6611.570247933884
7629,Attibele,2 BHK,995.0,1.0,24.88,2,2500.502512562814
7630,Yelahanka,3 BHK,1620.0,3.0,90.0,3,5555.555555555556
7631,Choodasandra,3 Bedroom,3204.0,4.0,395.0,3,12328.339575530586
7632,Hebbal Kempapura,3 BHK,3408.0,3.0,260.0,3,7629.107981220657
7633,Marathahalli,2 BHK,1314.0,2.0,55.0,2,4185.692541856925
7634,Bisuvanahalli,2 BHK,945.0,2.0,33.0,2,3492.063492063492
7635,Nehru Nagar,3 BHK,1374.0,3.0,72.0,3,5240.174672489083
7636,Kanakpura Road,3 BHK,1603.0,3.0,113.0,3,7049.282595134124
7637,Kengeri,3 BHK,1230.0,2.0,52.0,3,4227.642276422765
7638, Basavangudi,1 RK,670.0,1.0,50.0,1,7462.686567164179
7639,Sarjapur  Road,4 BHK,1864.0,3.0,105.0,4,5633.0472103004295
7640,Hosa Road,3 Bedroom,2500.0,3.0,100.0,3,4000.0
7641,Raja Rajeshwari Nagar,3 BHK,1625.0,2.0,54.0,3,3323.076923076923
7642,Whitefield,2 BHK,1186.0,2.0,55.0,2,4637.43676222597
7643,KR Puram,8 Bedroom,1500.0,7.0,382.0,8,25466.666666666668
7644,Electronic City,2 BHK,770.0,1.0,39.9,2,5181.818181818182
7645,Varthur,2 BHK,1085.0,2.0,45.0,2,4147.465437788019
7646,Dairy Circle,4 BHK,3754.0,6.0,480.0,4,12786.361214704315
7647,Dodsworth Layout,3 BHK,1893.0,3.0,115.0,3,6075.0132065504495
7648,Thurahalli,4 Bedroom,600.0,3.0,65.0,4,10833.333333333334
7649,Kundalahalli,3 BHK,1496.0,2.0,78.0,3,5213.903743315508
7650,Chandapura,3 BHK,1305.0,3.0,33.28,3,2550.191570881226
7651,Electronics City Phase 1,3 BHK,1550.0,2.0,82.0,3,5290.322580645161
7652,Marathahalli,3 BHK,1200.0,2.0,58.17,3,4847.5
7653,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
7654,Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2,5365.47433903577
7655,"Banashankari 6th stage , 2nd block",3 Bedroom,600.0,4.0,100.0,3,16666.666666666668
7656,Hebbal,3 BHK,1860.0,3.0,95.0,3,5107.5268817204305
7657,Raghuvanahalli,1 BHK,425.0,1.0,750.0,1,176470.58823529413
7658,Haralur Road,2 BHK,1243.0,2.0,45.0,2,3620.2735317779566
7659,Brookefield,2 BHK,1200.0,2.0,75.0,2,6250.0
7660,Sarjapur,2 BHK,1044.0,2.0,32.0,2,3065.1340996168583
7661,7th Phase JP Nagar,2 BHK,1040.0,2.0,41.59,2,3999.038461538462
7662,8th Phase JP Nagar,2 BHK,1125.0,2.0,36.94,2,3283.5555555555557
7663,Cunningham Road,3 BHK,3489.0,3.0,662.0,3,18973.91802808828
7664,Subramanyapura,3 BHK,1278.0,2.0,59.0,3,4616.588419405321
7665,Chelekare,6 BHK,2400.0,6.0,98.0,6,4083.3333333333335
7666,Belatur,2 BHK,1250.0,2.0,43.0,2,3440.0
7667,Vijayanagar,5 Bedroom,2400.0,6.0,125.0,5,5208.333333333333
7668,KR Puram,5 Bedroom,4166.0,5.0,560.0,5,13442.150744119059
7669,Lakshminarayana Pura,2 BHK,1210.0,2.0,75.0,2,6198.347107438017
7670,8th Phase JP Nagar,4 BHK,1200.0,3.0,110.0,4,9166.666666666666
7671,Sarjapur  Road,3 BHK,1157.0,2.0,57.84,3,4999.1356957649095
7672,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2,4316.455696202532
7673,Kalena Agrahara,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
7674,Old Madras Road,3 BHK,1859.0,3.0,121.0,3,6508.87573964497
7675,Rajaji Nagar,2 BHK,1763.0,3.0,262.0,2,14861.032331253546
7676,Attibele,2 BHK,900.0,1.0,25.0,2,2777.777777777778
7677,Ramamurthy Nagar,3 BHK,1305.0,3.0,60.0,3,4597.701149425287
7678,Srirampuram,3 BHK,1200.0,2.0,100.0,3,8333.333333333334
7679,Thanisandra,1 BHK,784.0,1.0,35.285,1,4500.6377551020405
7681,Sarjapur  Road,2 BHK,1150.0,2.0,36.8,2,3199.9999999999995
7682,Whitefield,3 BHK,1806.0,3.0,85.0,3,4706.5337763012185
7683,Kudlu,2 BHK,1027.0,2.0,42.0,2,4089.581304771178
7684,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000.0
7685,Electronic City Phase II,3 BHK,1220.0,2.0,36.21,3,2968.032786885246
7686,Whitefield,2 BHK,1109.0,2.0,35.22,2,3175.834084761046
7687,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000.0
7688,Narayanapura,2 BHK,1308.0,2.0,89.04,2,6807.339449541284
7689,Hennur Road,2 BHK,1232.0,2.0,69.6,2,5649.350649350648
7690,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
7691,Kalyan nagar,2 BHK,1250.0,2.0,65.0,2,5200.0
7692,2nd Phase JP Nagar,6 Bedroom,900.0,6.0,170.0,6,18888.88888888889
7693,KR Puram,4 Bedroom,960.0,4.0,80.0,4,8333.333333333334
7694,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,53.87,2,4292.4302788844625
7695,Akshaya Nagar,3 BHK,1434.0,3.0,84.0,3,5857.740585774059
7696,Doddathoguru,2 BHK,925.0,2.0,30.0,2,3243.2432432432433
7697,Jakkur,3 BHK,1858.0,3.0,123.0,3,6620.021528525296
7698,Jakkuru Layout,2 BHK,1205.0,2.0,70.0,2,5809.128630705394
7699,Nelamangala,3 Bedroom,1500.0,3.0,90.0,3,6000.0
7700,Nagawara Junction,3 Bedroom,1200.0,3.0,200.0,3,16666.666666666668
7701,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
7702,Thanisandra,2 BHK,965.0,2.0,56.0,2,5803.108808290155
7703,7th Phase JP Nagar,5 Bedroom,1800.0,6.0,270.0,5,15000.0
7704,Hoysalanagar,6 Bedroom,1200.0,4.0,90.0,6,7500.0
7705,Battarahalli,2 BHK,1636.0,2.0,82.89,2,5066.6259168704155
7706,Kundalahalli,3 BHK,1724.0,3.0,125.0,3,7250.580046403712
7707,Whitefield,2 BHK,1216.0,2.0,67.0,2,5509.868421052632
7708,Yelahanka,1 BHK,654.0,1.0,36.25,1,5542.813455657492
7709,Chikkabanavar,4 Bedroom,2460.0,7.0,80.0,4,3252.032520325203
7710,Abbaiah Reddy Layout,2 BHK,1190.0,2.0,41.0,2,3445.378151260504
7711,Tavarekere,7 Bedroom,1200.0,5.0,180.0,7,15000.0
7712,Budigere,3 BHK,1636.0,3.0,92.0,3,5623.471882640587
7713,Hennur Road,2 BHK,1195.0,2.0,73.0,2,6108.786610878661
7714,Nagavara,3 BHK,2400.0,3.0,251.0,3,10458.333333333334
7715,1st Block HRBR Layout,2 BHK,1250.0,2.0,67.0,2,5360.0
7716,Whitefield,3 BHK,1452.0,3.0,90.0,3,6198.347107438017
7717,Thanisandra,3 BHK,1546.0,3.0,95.0,3,6144.890038809832
7718,Sarjapur  Road,4 Bedroom,3385.5,6.0,142.0,4,4194.358292718948
7719,Indira Nagar,3 Bedroom,1440.0,3.0,275.0,3,19097.222222222223
7720,Naganathapura,2 Bedroom,2260.0,3.0,80.0,2,3539.8230088495575
7721,Tavarekere,4 Bedroom,2700.0,3.0,90.0,4,3333.3333333333335
7722,Indira Nagar,2 BHK,1475.0,2.0,171.0,2,11593.22033898305
7723,JP Nagar,4 BHK,3000.0,3.0,150.0,4,5000.0
7724,KG Halli,1 Bedroom,375.0,1.0,26.0,1,6933.333333333333
7725,Balagere,2 BHK,1007.0,2.0,66.0,2,6554.121151936445
7727,Cubbon Road,4 BHK,5422.0,6.0,1900.0,4,35042.419771302106
7728,Hennur Road,2 BHK,1020.0,2.0,47.0,2,4607.843137254902
7729,Lavelle Road,2 BHK,1000.0,2.0,150.0,2,15000.0
7730,Varanasi,2 Bedroom,800.0,3.0,59.5,2,7437.5
7731,Geddalahalli,5 Bedroom,1200.0,3.0,95.0,5,7916.666666666667
7732,Marathahalli,2 BHK,1125.0,2.0,55.0,2,4888.888888888889
7733,Kudlu Gate,9 Bedroom,1150.0,9.0,140.0,9,12173.91304347826
7734,Kada Agrahara,3 BHK,909.0,2.0,43.0,3,4730.47304730473
7735,Whitefield,4 Bedroom,2850.0,5.0,240.0,4,8421.052631578947
7736,Dodsworth Layout,2 BHK,1400.0,2.0,85.0,2,6071.428571428572
7737,Kadugodi,2 BHK,1152.0,2.0,61.0,2,5295.138888888889
7738,Subramanyapura,2 BHK,958.0,2.0,34.49,2,3600.2087682672236
7739,Whitefield,2 BHK,1150.0,2.0,55.0,2,4782.608695652174
7740,Old Madras Road,3 BHK,2990.0,5.0,173.0,3,5785.953177257525
7741,Bellandur,2 BHK,1310.0,2.0,85.0,2,6488.5496183206105
7742,Hosur Road,3 BHK,1590.0,2.0,126.0,3,7924.528301886792
7743,Green Glen Layout,3 BHK,1645.0,3.0,110.0,3,6686.930091185411
7744,Veerabhadra Nagar,3 Bedroom,1800.0,2.0,100.0,3,5555.555555555556
7745,Thanisandra,3 BHK,1795.0,3.0,150.0,3,8356.545961002785
7746,8th Phase JP Nagar,2 BHK,1100.0,2.0,35.0,2,3181.818181818182
7747,Thanisandra,1 BHK,777.0,1.0,38.535,1,4959.459459459459
7748,Kalkere,2 BHK,925.0,2.0,70.0,2,7567.5675675675675
7749,Basavangudi,3 BHK,1542.14,3.0,120.0,3,7781.394685307429
7750,Konanakunte,4 Bedroom,3746.0,6.0,375.0,4,10010.6780565937
7751,Thanisandra,3 BHK,1430.0,2.0,54.0,3,3776.2237762237764
7752,Bommanahalli,2 BHK,1020.0,2.0,55.0,2,5392.156862745098
7753,Ramamurthy Nagar Extension,4 Bedroom,750.0,2.0,42.0,4,5600.0
7754,Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
7755,Anekal,3 BHK,967.0,2.0,45.0,3,4653.567735263702
7756,Hebbal,4 BHK,2470.0,4.0,203.0,4,8218.623481781377
7757,Maruthi Nagar,2 BHK,850.0,1.0,35.5,2,4176.470588235294
7758,Vidhyanagar Cross,2 BHK,1100.0,2.0,32.0,2,2909.090909090909
7759,Thanisandra,3 BHK,1697.0,3.0,110.0,3,6482.027106658809
7760,Varthur,2 BHK,1250.0,2.0,47.0,2,3760.0
7761,Gottigere,2 BHK,1120.0,2.0,50.0,2,4464.285714285715
7762,NRI Layout,4 Bedroom,1200.0,4.0,95.0,4,7916.666666666667
7763,Hennur Road,5 Bedroom,5100.0,6.0,375.0,5,7352.941176470588
7764,7th Block Jayanagar,4 Bedroom,2400.0,3.0,480.0,4,20000.0
7765,Hebbal,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
7766,7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,4000.0
7767, Devarachikkanahalli,3 BHK,1417.0,2.0,76.0,3,5363.443895553987
7768,Thanisandra,3 BHK,1492.0,3.0,88.0,3,5898.123324396783
7769,Devanahalli,3 BHK,1498.0,3.0,79.15,3,5283.711615487317
7770,Bellari Road,4 BHK,3500.0,2.0,350.0,4,10000.0
7771,Kundalahalli,2 BHK,1010.0,2.0,48.27,2,4779.207920792079
7772,Hennur,2 BHK,1255.0,2.0,53.5,2,4262.948207171315
7773,Channasandra,2 BHK,1050.0,2.0,35.0,2,3333.3333333333335
7774,Hegde Nagar,3 BHK,1847.0,3.0,125.0,3,6767.73145641581
7775,1st Stage Indira Nagar,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
7776,Bellandur,2 BHK,982.0,2.0,37.28,2,3796.3340122199593
7777,Hegde Nagar,3 BHK,2144.6,4.0,145.0,3,6761.167583698592
7778,Kengeri,2 BHK,750.0,2.0,36.5,2,4866.666666666667
7779,Electronic City,2 BHK,919.0,2.0,35.0,2,3808.487486398259
7780,Budigere,2 BHK,1087.0,2.0,54.3,2,4995.40018399264
7781,Sunder Ram Shetty Nagar,3 BHK,1480.0,3.0,74.0,3,5000.0
7782,Tindlu,2 BHK,1180.0,2.0,52.0,2,4406.779661016949
7783,6th Block Jayanagar,3 BHK,2100.0,4.0,255.0,3,12142.857142857143
7784,Jigani,3 BHK,1221.0,3.0,65.0,3,5323.505323505324
7785,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
7786,Thanisandra,3 BHK,2072.0,3.0,122.0,3,5888.030888030888
7787,Whitefield,3 BHK,1600.0,3.0,69.0,3,4312.5
7788,Sahakara Nagar,3 BHK,2200.0,3.0,98.0,3,4454.545454545455
7789,Rajaji Nagar,3 BHK,1640.0,3.0,220.0,3,13414.634146341463
7790,Kaikondrahalli,2 BHK,1253.0,2.0,81.5,2,6504.38946528332
7791,Hennur Road,2 BHK,1061.0,2.0,54.92,2,5176.248821866164
7792,Marathahalli,3 BHK,1950.0,3.0,115.0,3,5897.4358974358975
7793,Marathahalli,2 BHK,1250.0,2.0,68.0,2,5440.0
7794,Hennur Road,3 BHK,1585.0,2.0,80.0,3,5047.318611987382
7795,Kanakpura Road,3 BHK,1452.0,3.0,60.98,3,4199.724517906336
7796,Kammasandra,2 BHK,1015.0,2.0,37.0,2,3645.320197044335
7797,Begur Road,4 BHK,2464.5,6.0,118.0,4,4787.9894501927365
7798,Marathahalli,2 BHK,1125.0,2.0,56.8,2,5048.888888888889
7799,Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2,3584.2293906810037
7800,Kadarenahalli,1 Bedroom,400.0,1.0,35.0,1,8750.0
7801,Kasavanhalli,4 BHK,4000.0,4.0,325.0,4,8125.0
7802,Hebbal,4 BHK,3900.0,4.0,410.0,4,10512.820512820514
7803,Old Madras Road,2 BHK,1300.0,2.0,100.0,2,7692.307692307692
7804,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,60.42,2,4257.928118393234
7805,Punappa Layout,3 BHK,1310.0,2.0,55.0,3,4198.473282442748
7806,Thigalarapalya,3 BHK,2072.0,4.0,152.0,3,7335.907335907336
7807,Kaggadasapura,2 BHK,1240.0,2.0,58.58,2,4724.193548387097
7808,Chamrajpet,3 BHK,1565.0,3.0,98.91,3,6320.127795527156
